, Trial_ID,pos,Percent_Captures,Capture_Count,RSSI,Time_to_Discovery,Trial,Listener Latency,Adv Latency,Adv Power
241,29.0,3.6,0.10292134831460674,229.0,-86.17903930131004,1761.0,29.0,Low_Power,Low_Latency,High
242,29.0,4.8,0.08089887640449438,180.0,-92.92222222222222,1760.0,29.0,Low_Power,Low_Latency,High
243,29.0,6.0,0.10202247191011236,227.0,-80.8898678414097,1761.0,29.0,Low_Power,Low_Latency,High
244,29.0,7.199999999999998,0.10382022471910113,231.0,-83.10389610389609,1760.0,29.0,Low_Power,Low_Latency,High
245,29.0,8.4,0.11685393258426968,260.0,-87.78076923076924,1760.0,29.0,Low_Power,Low_Latency,High
246,29.0,9.6,0.10382022471910113,231.0,-84.83116883116881,1761.0,29.0,Low_Power,Low_Latency,High
247,29.0,10.8,0.08853932584269662,197.0,-91.86294416243656,1761.0,29.0,Low_Power,Low_Latency,High
248,29.0,12.0,0.08898876404494382,198.0,-96.13131313131314,1760.0,29.0,Low_Power,Low_Latency,High
249,30.0,1.2,0.1217391304347826,238.0,-80.0546218487395,2841.0,30.0,Low_Power,Low_Latency,Medium
250,30.0,2.4,0.12276214833759592,240.0,-87.76666666666668,2842.0,30.0,Low_Power,Low_Latency,Medium
251,30.0,3.6,0.08388746803069054,164.0,-92.64024390243902,2841.0,30.0,Low_Power,Low_Latency,Medium
252,30.0,4.8,0.1217391304347826,238.0,-97.94117647058823,2840.0,30.0,Low_Power,Low_Latency,Medium
253,30.0,6.0,0.10843989769820972,212.0,-86.65094339622641,2841.0,30.0,Low_Power,Low_Latency,Medium
254,30.0,7.199999999999998,0.12327365728900255,241.0,-88.9253112033195,2840.0,30.0,Low_Power,Low_Latency,Medium
255,30.0,8.4,0.09769820971867008,191.0,-94.09947643979058,2841.0,30.0,Low_Power,Low_Latency,Medium
256,30.0,9.6,0.10946291560102303,214.0,-91.37850467289721,2841.0,30.0,Low_Power,Low_Latency,Medium
257,30.0,10.8,0.09565217391304348,187.0,-97.67379679144385,2840.0,30.0,Low_Power,Low_Latency,Medium
258,30.0,12.0,0.015345268542199487,30.0,-101.2,2872.0,30.0,Low_Power,Low_Latency,Medium
259,31.0,1.2,0.1752021563342318,260.0,-86.64615384615385,3500.0,31.0,Low_Power,Low_Latency,Low
260,31.0,2.4,0.11118598382749326,165.0,-91.12121212121212,3501.0,31.0,Low_Power,Low_Latency,Low
261,31.0,3.6,0.1105121293800539,164.0,-96.46341463414636,3501.0,31.0,Low_Power,Low_Latency,Low
262,31.0,4.8,0.014150943396226415,21.0,-101.5238095238095,3507.0,31.0,Low_Power,Low_Latency,Low
263,31.0,6.0,0.16846361185983827,250.0,-93.196,3500.0,31.0,Low_Power,Low_Latency,Low
264,31.0,7.199999999999998,0.15498652291105122,230.0,-95.15217391304348,3504.0,31.0,Low_Power,Low_Latency,Low
265,31.0,8.4,0.09905660377358493,147.0,-98.38095238095238,3500.0,31.0,Low_Power,Low_Latency,Low
266,31.0,9.6,0.15363881401617252,228.0,-97.18859649122808,3501.0,31.0,Low_Power,Low_Latency,Low
267,31.0,10.8,0.012803234501347708,19.0,-102.15789473684212,3515.0,31.0,Low_Power,Low_Latency,Low
268,32.0,1.2,0.341688654353562,259.0,-92.91891891891892,4161.0,32.0,Low_Power,Low_Latency,Ultra_low
269,32.0,2.4,0.2387862796833773,181.0,-98.06077348066299,4160.0,32.0,Low_Power,Low_Latency,Ultra_low
270,32.0,3.6,0.03034300791556728,23.0,-102.3913043478261,4163.0,32.0,Low_Power,Low_Latency,Ultra_low
271,32.0,6.0,0.19129287598944592,145.0,-98.64827586206896,4162.0,32.0,Low_Power,Low_Latency,Ultra_low
272,32.0,7.199999999999998,0.11345646437994725,86.0,-99.98837209302326,4161.0,32.0,Low_Power,Low_Latency,Ultra_low
273,32.0,8.4,0.00395778364116095,3.0,-102.0,4343.0,32.0,Low_Power,Low_Latency,Ultra_low
274,32.0,9.6,0.08047493403693931,61.0,-100.3934426229508,4162.0,32.0,Low_Power,Low_Latency,Ultra_low
275,33.0,1.2,0.21673003802281368,57.0,-79.03508771929825,4820.0,33.0,Low_Power,Low_Power,High
276,33.0,2.4,0.1064638783269962,28.0,-82.89285714285714,4829.0,33.0,Low_Power,Low_Power,High
277,33.0,3.6,0.12167300380228135,32.0,-88.15625,4820.0,33.0,Low_Power,Low_Power,High
278,33.0,4.8,0.11787072243346007,31.0,-93.25806451612905,4825.0,33.0,Low_Power,Low_Power,High
279,33.0,6.0,0.11026615969581748,29.0,-80.51724137931033,4830.0,33.0,Low_Power,Low_Power,High
280,33.0,8.4,0.1140684410646388,30.0,-88.1,4834.0,33.0,Low_Power,Low_Power,High
281,33.0,9.6,0.1064638783269962,28.0,-85.64285714285714,4837.0,33.0,Low_Power,Low_Power,High
282,33.0,12.0,0.1064638783269962,28.0,-95.39285714285714,4833.0,33.0,Low_Power,Low_Power,High
283,34.0,1.2,0.1297071129707113,31.0,-81.35483870967742,3199.0,34.0,Low_Power,Low_Power,Medium
284,34.0,2.4,0.13389121338912133,32.0,-90.59375,3199.0,34.0,Low_Power,Low_Power,Medium
285,34.0,3.6,0.1087866108786611,26.0,-95.3846153846154,3198.0,34.0,Low_Power,Low_Power,Medium
286,34.0,4.8,0.02092050209205021,5.0,-101.8,3048.0,34.0,Low_Power,Low_Power,Medium
287,34.0,6.0,0.09205020920502092,22.0,-86.0,3181.0,34.0,Low_Power,Low_Power,Medium
288,34.0,7.199999999999998,0.13807531380753138,33.0,-90.12121212121212,3184.0,34.0,Low_Power,Low_Power,Medium
289,34.0,8.4,0.13807531380753138,33.0,-94.36363636363636,3195.0,34.0,Low_Power,Low_Power,Medium
290,34.0,9.6,0.13807531380753138,33.0,-92.84848484848484,3195.0,34.0,Low_Power,Low_Power,Medium
291,34.0,10.8,0.06694560669456066,16.0,-99.6875,3196.0,34.0,Low_Power,Low_Power,Medium
292,34.0,12.0,0.03347280334728033,8.0,-100.25,3186.0,34.0,Low_Power,Low_Power,Medium
293,35.0,1.2,0.13756613756613756,26.0,-85.53846153846153,3852.0,35.0,Low_Power,Low_Power,Low
294,35.0,2.4,0.12698412698412698,24.0,-91.83333333333331,3849.0,35.0,Low_Power,Low_Power,Low
295,35.0,3.6,0.1693121693121693,32.0,-96.875,3852.0,35.0,Low_Power,Low_Power,Low
296,35.0,6.0,0.14814814814814814,28.0,-92.14285714285714,3854.0,35.0,Low_Power,Low_Power,Low
297,35.0,7.199999999999998,0.15343915343915346,29.0,-94.6896551724138,3841.0,35.0,Low_Power,Low_Power,Low
298,35.0,8.4,0.1058201058201058,20.0,-97.4,3852.0,35.0,Low_Power,Low_Power,Low
299,35.0,9.6,0.15873015873015872,30.0,-96.43333333333334,3854.0,35.0,Low_Power,Low_Power,Low
300,36.0,1.2,0.4696969696969697,31.0,-94.32258064516131,2592.0,36.0,Low_Power,Low_Power,Ultra_low
301,36.0,2.4,0.15151515151515152,10.0,-100.3,2567.0,36.0,Low_Power,Low_Power,Ultra_low
302,36.0,6.0,0.2272727272727273,15.0,-98.8,2592.0,36.0,Low_Power,Low_Power,Ultra_low
303,36.0,7.199999999999998,0.15151515151515152,10.0,-99.2,2558.0,36.0,Low_Power,Low_Power,Ultra_low
304,,,,,,,13.0,Low_Latency,Balanced,High
305,,,,,,,,,,
306,,,,,,,,,,
